t,theta,omega,u,reward
0.005,-0.0006834046630691748,0.0023628202504219604,0.0,2.2962885903531453e-11
0.01,0.0003609990197727603,0.00015733742944526585,0.0,2.2962878923799788e-11
0.015,-0.0007356184242273663,0.0008252810030255892,0.0,2.296287194637726e-11
0.02,-0.0001632027177885999,0.0005169327559158093,0.0,2.2962865022464675e-11
0.025,-0.0005253874126026758,-0.0007989044547702121,0.0,2.2962858041853312e-11
0.030000000000000002,-0.00012450463413177573,-0.0012736740100626968,0.0,2.2962851104307122e-11
0.035,-0.0008583387464011244,4.119474946648744e-06,0.0,2.29628441097136e-11
0.04,0.0010815741399722721,0.0005189990634017616,0.0,2.296283720802864e-11
0.045,-0.0004648696779944002,0.0010168542603478054,0.0,2.296283023994636e-11
0.049999999999999996,0.00010271502710437337,0.0013293774638933333,0.0,2.2962823262689468e-11
0.05499999999999999,0.0012326825988226604,-0.0008065851696206246,0.0,2.2962816346795247e-11
0.05999999999999999,0.0012138740990901833,-0.0007689634761829844,0.0,2.296280936022341e-11
0.06499999999999999,-3.095917180533236e-05,-0.00045037615320607613,0.0,2.2962802445868473e-11
0.06999999999999999,-0.0013310620768046929,-0.0025450022040527146,0.0,2.2962795460807574e-11
0.075,-0.001302871209013963,-0.0007828905736992259,0.0,2.296278854785021e-11
0.08,-0.0013260188169976958,0.0005733780794799697,0.0,2.2962781564223887e-11
0.085,-0.0018125931140633874,0.0004657594180892864,0.0,2.2962774652848954e-11
0.09000000000000001,-0.0013782010219523795,-0.000899595417911589,0.0,2.2962767670756482e-11
0.09500000000000001,-0.00024252314541189723,0.0004212128850959484,0.0,2.2962760760721036e-11
0.10000000000000002,-0.0005357768035892129,0.00043620633532001694,0.0,2.296275378004837e-11
0.10500000000000002,0.0013941536890534306,-0.0007943059379135126,0.0,2.296274687164495e-11
0.11000000000000003,-0.0020153784987771576,-0.00022354867822485034,0.0,2.2962739892515103e-11
0.11500000000000003,0.0002941458801269595,0.0008824064973894525,0.0,2.29627329854107e-11
0.12000000000000004,0.0004800880150195285,0.0004107390889507384,0.0,2.2962726007784513e-11
0.12500000000000003,-0.001234754293433702,0.0014240580668726474,0.0,2.2962719102204856e-11
0.13000000000000003,-0.0007545291975089895,0.0004646902305153959,0.0,2.2962712125958898e-11
0.13500000000000004,-0.0008954296223789113,-0.0024515424527788592,0.0,2.2962705221974795e-11
0.14000000000000004,0.001082299457617863,0.0013708547880013748,0.0,2.2962698247268552e-11
0.14500000000000005,-0.0009242736263343185,-0.0006428643900105357,0.0,2.2962691344603443e-11
0.15000000000000005,-0.0008314366878647653,0.0010802929207872623,0.0,2.296268437135541e-11
0.15500000000000005,0.0015587871993998062,-2.300268498838211e-05,0.0,2.2962677470270517e-11
0.16000000000000006,-0.00034870376695237835,0.00031955448895596713,0.0,2.296267049848722e-11
0.16500000000000006,-6.642536990259144e-05,-0.0007281629109095485,0.0,2.2962663598840096e-11
0.17000000000000007,0.0015372585676750288,-0.0008005576880401169,0.0,2.2962656628511335e-11
0.17500000000000007,0.001297594203109324,0.00037491297015894074,0.0,2.296264973038772e-11
