t,theta,omega,u,reward
0.005,-0.00024316962255800504,-0.00025524438304587313,0.0,2.297115844847218e-11
0.01,0.0005872246471286778,0.0006790392748847949,0.0,2.2971150629466423e-11
0.015,-0.0019299183760904163,-0.0008200981051840272,0.0,2.297114283173209e-11
0.02,-0.0006759364673756567,-0.00036675858805700474,0.0,2.2971134942129974e-11
0.025,0.001831265810247675,0.3697105268141897,2.8499999999999996,2.3155402250772045e-11
0.030000000000000002,0.004320688660070732,0.7356545844458386,2.8499999999999996,2.417437362642708e-11
0.035,0.008053693837014245,1.093972585653892,2.8499999999999996,2.596099964120078e-11
0.04,0.015032401194048833,1.451605890757295,2.8499999999999996,2.8662677480967775e-11
0.045,0.022855302526477887,1.7985281448038133,2.8499999999999996,3.251249642795327e-11
0.049999999999999996,0.033855413157539475,2.1401016901536942,2.8499999999999996,3.785967488307175e-11
0.05499999999999999,0.04371167403958937,2.4694886311288355,2.8499999999999996,4.5216811220924006e-11
0.05999999999999999,0.0561026712246674,2.7913694877110173,2.8499999999999996,5.533182380575889e-11
0.06499999999999999,0.07178563582285155,3.100839028098039,2.8499999999999996,6.929680964545236e-11
0.06999999999999999,0.08645558379320374,3.3970664627137452,2.8499999999999996,8.871264838664292e-11
0.075,0.10776629408090069,3.6810909259002487,2.8499999999999996,1.1593821664649774e-10
0.08,0.12430988637763946,3.9527321509905575,2.8499999999999996,1.5446834386132378e-10
0.085,0.14394247280576025,4.212142279524616,2.8499999999999996,2.095077771952085e-10
0.09000000000000001,0.16666971870291905,4.451665006333684,2.8499999999999996,2.888432873927214e-10
0.09500000000000001,0.18883596291669816,4.679097992216868,2.8499999999999996,4.041681800409482e-10
0.10000000000000002,0.213277185229506,4.887721816846009,2.8499999999999996,5.730906720843704e-10
0.10500000000000002,0.23923364950700593,5.081258273575736,2.8499999999999996,8.221705423627994e-10
0.11000000000000003,0.26472243231872905,5.259044671046674,2.8499999999999996,1.1914913723943954e-09
0.11500000000000003,0.2909392790243555,5.417770298965446,2.8499999999999996,1.7415066840311475e-09
0.12000000000000004,0.319295758437272,5.557993618209579,2.8499999999999996,2.563219264016865e-09
0.12500000000000003,0.34400409397890497,5.681671941635644,2.8499999999999996,3.7931884618292446e-09
0.13000000000000003,0.37422864995569394,5.784855309820585,2.8499999999999996,5.635434472731449e-09
0.13500000000000004,0.40366581020332176,5.872408380036903,2.8499999999999996,8.393039981893267e-09
0.14000000000000004,0.43564696013239346,5.9430930266664275,2.8499999999999996,1.2513141683020402e-08
0.14500000000000005,0.4638718454612491,5.995251136196576,2.8499999999999996,1.8650032905164946e-08
0.15000000000000005,0.49453494489133965,6.029533119021736,2.8499999999999996,2.7752194800781208e-08
